index,type,start_ms,duration_ms,units
1480,SPACE,958.697937,0.826812,2
1481,MARK,959.524750,0.774562,2
1482,SPACE,960.299313,0.412500,1
1483,MARK,960.711813,0.904875,2
1484,SPACE,961.616688,0.412062,1
1485,MARK,962.028750,0.388063,1
1486,SPACE,962.416812,0.413562,1
1487,MARK,962.830375,0.387688,1
1488,SPACE,963.218062,0.928125,2
1489,MARK,964.146187,1.421938,3
1490,SPACE,965.568125,0.413500,1
1491,MARK,965.981625,0.386875,1
1492,SPACE,966.368500,0.413875,1
1493,MARK,966.782375,0.387875,1
1494,SPACE,967.170250,0.412125,1
1495,MARK,967.582375,0.388875,1
1496,SPACE,967.971250,1.342750,3
1497,MARK,969.314000,1.933750,5
1498,SPACE,971.247750,0.414125,1
1499,MARK,971.661875,0.517063,1
1500,SPACE,972.178937,0.412812,1
1501,MARK,972.591750,0.386687,1
1502,SPACE,972.978438,0.826750,2
1503,MARK,973.805187,0.775375,2
1504,SPACE,974.580563,0.411562,1
1505,MARK,974.992125,0.905000,2
1506,SPACE,975.897125,0.413312,1
1507,MARK,976.310438,0.386813,1
1508,SPACE,976.697250,0.413438,1
1509,MARK,977.110687,0.387812,1
1510,SPACE,977.498500,0.928125,2
1511,MARK,978.426625,1.292938,3
1512,SPACE,979.719563,0.413000,1
1513,MARK,980.132563,0.516437,1
1514,SPACE,980.649000,0.414812,1
1515,MARK,981.063812,0.386938,1
1516,SPACE,981.450750,0.412062,1
1517,MARK,981.862812,0.388813,1
1518,SPACE,982.251625,1.342812,3
1519,MARK,983.594438,1.934687,5
1520,SPACE,985.529125,0.413187,1
1521,MARK,985.942312,0.388188,1
1522,SPACE,986.330500,0.412438,1
1523,MARK,986.742937,0.515938,1
1524,SPACE,987.258875,0.827875,2
1525,MARK,988.086750,0.774250,2
1526,SPACE,988.861000,0.411562,1
1527,MARK,989.272562,0.776000,2
1528,SPACE,990.048563,0.413062,1
1529,MARK,990.461625,0.516062,1
1530,SPACE,990.977688,0.414437,1
1531,MARK,991.392125,0.386813,1
1532,SPACE,991.778937,0.928312,2
1533,MARK,992.707250,1.293813,3
1534,SPACE,994.001062,0.411937,1
1535,MARK,994.413000,0.387437,1
1536,SPACE,994.800438,0.414812,1
1537,MARK,995.215250,0.515938,1
1538,SPACE,995.731188,0.414187,1
1539,MARK,996.145375,0.386687,1
1540,SPACE,996.532063,1.342812,3
1541,MARK,997.874875,1.934563,5
1542,SPACE,999.809437,0.413312,1
1543,MARK,1000.222750,0.388937,1
1544,SPACE,1000.611687,0.411687,1
1545,MARK,1001.023375,0.387437,1
1546,SPACE,1001.410813,0.827250,2
1547,MARK,1002.238063,0.903375,2
1548,SPACE,1003.141438,0.411687,1
1549,MARK,1003.553125,0.776875,2
1550,SPACE,1004.330000,0.412062,1
1551,MARK,1004.742063,0.386938,1
1552,SPACE,1005.129000,0.414563,1
1553,MARK,1005.543563,0.515938,1
1554,SPACE,1006.059500,0.930437,2
1555,MARK,1006.989937,1.291438,3
1556,SPACE,1008.281375,0.412062,1
1557,MARK,1008.693438,0.388313,1
1558,SPACE,1009.081750,0.413813,1
1559,MARK,1009.495562,0.387062,1
1560,SPACE,1009.882625,0.412938,1
1561,MARK,1010.295563,0.517063,1
1562,SPACE,1010.812625,1.342625,3
1563,MARK,1012.155250,1.934625,5
1564,SPACE,1014.089875,0.413312,1
1565,MARK,1014.503187,0.388937,1
1566,SPACE,1014.892125,0.411687,1
1567,MARK,1015.303813,0.387937,1
1568,SPACE,1015.691750,0.826625,2
1569,MARK,1016.518375,0.903500,2
1570,SPACE,1017.421875,0.414000,1
1571,MARK,1017.835875,0.774438,2
1572,SPACE,1018.610312,0.412250,1
1573,MARK,1019.022563,0.387875,1
1574,SPACE,1019.410437,0.413625,1
1575,MARK,1019.824062,0.387000,1
1576,SPACE,1020.211063,0.928937,2
1577,MARK,1021.140000,1.421812,3
1578,SPACE,1022.561812,0.412062,1
1579,MARK,1022.973875,0.388313,1
1580,SPACE,1023.362188,0.413813,1
1581,MARK,1023.776000,0.388063,1
1582,SPACE,1024.164062,0.411937,1
1583,MARK,1024.576000,0.388313,1
1584,SPACE,1024.964313,1.343375,3
1585,MARK,1026.307687,2.062625,5
1586,SPACE,1028.370313,0.415500,1
1587,MARK,1028.785813,0.386750,1
1588,SPACE,1029.172563,0.411750,1
1589,MARK,1029.584312,0.387750,1
1590,SPACE,1029.972062,0.826812,2
1591,MARK,1030.798875,0.774562,2
1592,SPACE,1031.573438,0.412500,1
1593,MARK,1031.985938,0.904875,2
1594,SPACE,1032.890813,0.412062,1
1595,MARK,1033.302875,0.388000,1
1596,SPACE,1033.690875,0.413625,1
1597,MARK,1034.104500,0.387625,1
1598,SPACE,1034.492125,0.928187,2
1599,MARK,1035.420313,1.421938,3
1600,SPACE,1036.842250,0.413500,1
1601,MARK,1037.255750,0.386875,1
1602,SPACE,1037.642625,0.413875,1
1603,MARK,1038.056500,0.387875,1
1604,SPACE,1038.444375,0.412125,1
1605,MARK,1038.856500,0.388875,1
1606,SPACE,1039.245375,1.342750,3
1607,MARK,1040.588125,1.933750,5
1608,SPACE,1042.521875,0.414125,1
1609,MARK,1042.936000,0.517063,1
1610,SPACE,1043.453062,0.412812,1
1611,MARK,1043.865875,0.386687,1
1612,SPACE,1044.252563,0.826750,2
1613,MARK,1045.079313,0.775312,2
1614,SPACE,1045.854625,0.411625,1
1615,MARK,1046.266250,0.905000,2
1616,SPACE,1047.171250,0.413312,1
1617,MARK,1047.584562,0.386813,1
1618,SPACE,1047.971375,0.413438,1
1619,MARK,1048.384812,0.387812,1
1620,SPACE,1048.772625,0.928125,2
1621,MARK,1049.700750,1.292938,3
1622,SPACE,1050.993688,0.413000,1
1623,MARK,1051.406688,0.516375,1
1624,SPACE,1051.923063,0.414875,1
1625,MARK,1052.337937,0.386875,1
1626,SPACE,1052.724812,0.412125,1
1627,MARK,1053.136937,0.388750,1
1628,SPACE,1053.525688,1.342875,3
1629,MARK,1054.868563,1.934687,5
1630,SPACE,1056.803250,0.413187,1
1631,MARK,1057.216437,0.388125,1
1632,SPACE,1057.604562,0.412500,1
1633,MARK,1058.017063,0.515938,1
1634,SPACE,1058.533000,0.827875,2
1635,MARK,1059.360875,0.774250,2
1636,SPACE,1060.135125,0.411562,1
1637,MARK,1060.546687,0.776000,2
1638,SPACE,1061.322688,0.413062,1
1639,MARK,1061.735750,0.516062,1
1640,SPACE,1062.251812,0.414437,1
1641,MARK,1062.666250,0.386813,1
1642,SPACE,1063.053063,0.928312,2
1643,MARK,1063.981375,1.293750,3
1644,SPACE,1065.275125,0.412000,1
1645,MARK,1065.687125,0.387375,1
1646,SPACE,1066.074500,0.414875,1
1647,MARK,1066.489375,0.515938,1
1648,SPACE,1067.005313,0.414187,1
1649,MARK,1067.419500,0.386687,1
1650,SPACE,1067.806188,1.342812,3
1651,MARK,1069.149000,1.934563,5
1652,SPACE,1071.083562,0.413312,1
1653,MARK,1071.496875,0.388937,1
1654,SPACE,1071.885812,0.411687,1
1655,MARK,1072.297500,0.387437,1
1656,SPACE,1072.684938,0.827250,2
1657,MARK,1073.512187,0.903375,2
1658,SPACE,1074.415563,0.411687,1
1659,MARK,1074.827250,0.776875,2
1660,SPACE,1075.604125,0.412062,1
1661,MARK,1076.016188,0.386938,1
1662,SPACE,1076.403125,0.414563,1
1663,MARK,1076.817687,0.515938,1
1664,SPACE,1077.333625,0.930437,2
1665,MARK,1078.264062,1.291438,3
1666,SPACE,1079.555500,0.412062,1
1667,MARK,1079.967562,0.388313,1
1668,SPACE,1080.355875,0.413813,1
1669,MARK,1080.769687,0.387062,1
1670,SPACE,1081.156750,0.412938,1
1671,MARK,1081.569688,0.517063,1
1672,SPACE,1082.086750,1.342625,3
1673,MARK,1083.429375,1.934625,5
1674,SPACE,1085.364000,0.413312,1
1675,MARK,1085.777313,0.388937,1
1676,SPACE,1086.166250,0.411687,1
1677,MARK,1086.577937,0.387937,1
1678,SPACE,1086.965875,0.826625,2
1679,MARK,1087.792500,0.903500,2
1680,SPACE,1088.696000,0.414000,1
1681,MARK,1089.110000,0.774438,2
1682,SPACE,1089.884438,0.412187,1
1683,MARK,1090.296625,0.387937,1
1684,SPACE,1090.684562,0.413562,1
1685,MARK,1091.098125,0.387062,1
1686,SPACE,1091.485187,0.928937,2
1687,MARK,1092.414125,1.421812,3
1688,SPACE,1093.835938,0.412062,1
1689,MARK,1094.248000,0.388313,1
1690,SPACE,1094.636313,0.413813,1
1691,MARK,1095.050125,0.388063,1
1692,SPACE,1095.438188,0.411937,1
1693,MARK,1095.850125,0.388313,1
1694,SPACE,1096.238438,1.343313,3
1695,MARK,1097.581750,2.062688,5
1696,SPACE,1099.644438,0.415500,1
1697,MARK,1100.059937,0.386750,1
1698,SPACE,1100.446688,0.411750,1
1699,MARK,1100.858437,0.387750,1
1700,SPACE,1101.246187,0.826812,2
1701,MARK,1102.073000,0.774562,2
1702,SPACE,1102.847563,0.412438,1
1703,MARK,1103.260000,0.904875,2
1704,SPACE,1104.164875,0.412125,1
1705,MARK,1104.577000,0.388000,1
1706,SPACE,1104.965000,0.413625,1
1707,MARK,1105.378625,0.387625,1
1708,SPACE,1105.766250,0.928187,2
1709,MARK,1106.694438,1.421938,3
1710,SPACE,1108.116375,0.413438,1
1711,MARK,1108.529812,0.386938,1
1712,SPACE,1108.916750,0.413813,1
1713,MARK,1109.330563,0.387937,1
1714,SPACE,1109.718500,0.412062,1
1715,MARK,1110.130562,0.388937,1
1716,SPACE,1110.519500,1.342750,3
1717,MARK,1111.862250,1.933750,5
1718,SPACE,1113.796000,0.414062,1
1719,MARK,1114.210063,0.517063,1
1720,SPACE,1114.727125,0.412875,1
1721,MARK,1115.140000,0.386625,1
1722,SPACE,1115.526625,0.826812,2
1723,MARK,1116.353437,0.775312,2
1724,SPACE,1117.128750,0.411625,1
1725,MARK,1117.540375,0.905000,2
1726,SPACE,1118.445375,0.413312,1
1727,MARK,1118.858687,0.386813,1
1728,SPACE,1119.245500,0.413438,1
1729,MARK,1119.658937,0.387812,1
1730,SPACE,1120.046750,0.928125,2
1731,MARK,1120.974875,1.292938,3
1732,SPACE,1122.267812,0.412938,1
1733,MARK,1122.680750,0.516437,1
1734,SPACE,1123.197187,0.414875,1
1735,MARK,1123.612062,0.386875,1
1736,SPACE,1123.998938,0.412125,1
1737,MARK,1124.411062,0.388750,1
1738,SPACE,1124.799813,1.342875,3
1739,MARK,1126.142687,1.934625,5
1740,SPACE,1128.077313,0.413250,1
1741,MARK,1128.490562,0.388125,1
1742,SPACE,1128.878688,0.412500,1
1743,MARK,1129.291187,0.515938,1
1744,SPACE,1129.807125,0.827875,2
1745,MARK,1130.635000,0.774250,2
1746,SPACE,1131.409250,0.411562,1
1747,MARK,1131.820813,0.775938,2
1748,SPACE,1132.596750,0.413125,1
1749,MARK,1133.009875,0.516062,1
1750,SPACE,1133.525938,0.414437,1
1751,MARK,1133.940375,0.386813,1
1752,SPACE,1134.327188,0.928250,2
1753,MARK,1135.255437,1.293813,3
1754,SPACE,1136.549250,0.412000,1
1755,MARK,1136.961250,0.387375,1
1756,SPACE,1137.348625,0.414875,1
1757,MARK,1137.763500,0.515938,1
1758,SPACE,1138.279438,0.414187,1
1759,MARK,1138.693625,0.386625,1
1760,SPACE,1139.080250,1.342875,3
1761,MARK,1140.423125,1.934563,5
1762,SPACE,1142.357688,0.413312,1
1763,MARK,1142.771000,0.388937,1
1764,SPACE,1143.159937,0.411687,1
1765,MARK,1143.571625,0.387437,1
1766,SPACE,1143.959063,0.827250,2
1767,MARK,1144.786312,0.903375,2
1768,SPACE,1145.689687,0.411687,1
1769,MARK,1146.101375,0.776875,2
1770,SPACE,1146.878250,0.412062,1
1771,MARK,1147.290313,0.386938,1
1772,SPACE,1147.677250,0.414563,1
1773,MARK,1148.091812,0.515938,1
1774,SPACE,1148.607750,0.930437,2
1775,MARK,1149.538187,1.291375,3
1776,SPACE,1150.829563,0.412125,1
1777,MARK,1151.241687,0.388250,1
1778,SPACE,1151.629938,0.413875,1
1779,MARK,1152.043813,0.387000,1
1780,SPACE,1152.430813,0.413000,1
1781,MARK,1152.843813,0.517063,1
1782,SPACE,1153.360875,1.342563,3
1783,MARK,1154.703438,1.934687,5
1784,SPACE,1156.638125,0.413312,1
1785,MARK,1157.051438,0.388937,1
1786,SPACE,1157.440375,0.411687,1
1787,MARK,1157.852062,0.387937,1
1788,SPACE,1158.240000,0.826625,2
1789,MARK,1159.066625,0.903500,2
1790,SPACE,1159.970125,0.413938,1
1791,MARK,1160.384063,0.774500,2
1792,SPACE,1161.158563,0.412187,1
1793,MARK,1161.570750,0.387937,1
1794,SPACE,1161.958687,0.413562,1
1795,MARK,1162.372250,0.387062,1
1796,SPACE,1162.759313,0.928937,2
1797,MARK,1163.688250,1.421812,3
1798,SPACE,1165.110062,0.412062,1
1799,MARK,1165.522125,0.388313,1
1800,SPACE,1165.910437,0.413813,1
1801,MARK,1166.324250,0.388063,1
1802,SPACE,1166.712313,0.411937,1
1803,MARK,1167.124250,0.388313,1
1804,SPACE,1167.512563,1.343313,3
1805,MARK,1168.855875,2.062688,5
1806,SPACE,1170.918563,0.415438,1
1807,MARK,1171.334000,0.386813,1
1808,SPACE,1171.720812,0.411687,1
1809,MARK,1172.132500,0.387812,1
1810,SPACE,1172.520313,0.826750,2
1811,MARK,1173.347062,0.774625,2
1812,SPACE,1174.121688,0.412438,1
1813,MARK,1174.534125,0.904875,2
1814,SPACE,1175.439000,0.412125,1
1815,MARK,1175.851125,0.388000,1
1816,SPACE,1176.239125,0.413625,1
1817,MARK,1176.652750,0.387625,1
1818,SPACE,1177.040375,0.928187,2
1819,MARK,1177.968562,1.421938,3
1820,SPACE,1179.390500,0.413438,1
1821,MARK,1179.803938,0.386938,1
1822,SPACE,1180.190875,0.413813,1
1823,MARK,1180.604687,0.387937,1
1824,SPACE,1180.992625,0.412062,1
1825,MARK,1181.404687,0.388937,1
1826,SPACE,1181.793625,1.342687,3
1827,MARK,1183.136313,1.933812,5
1828,SPACE,1185.070125,0.414062,1
1829,MARK,1185.484187,0.517063,1
1830,SPACE,1186.001250,0.412875,1
1831,MARK,1186.414125,0.386625,1
1832,SPACE,1186.800750,0.826812,2
1833,MARK,1187.627562,0.775312,2
1834,SPACE,1188.402875,0.411625,1
1835,MARK,1188.814500,0.904938,2
1836,SPACE,1189.719437,0.413375,1
1837,MARK,1190.132812,0.386750,1
1838,SPACE,1190.519563,0.413500,1
1839,MARK,1190.933063,0.387750,1
1840,SPACE,1191.320813,0.928187,2
1841,MARK,1192.249000,1.292938,3
1842,SPACE,1193.541938,0.412938,1
1843,MARK,1193.954875,0.516437,1
1844,SPACE,1194.471312,0.414812,1
1845,MARK,1194.886125,0.386938,1
1846,SPACE,1195.273063,0.412062,1
1847,MARK,1195.685125,0.388813,1
1848,SPACE,1196.073938,1.342875,3
1849,MARK,1197.416812,1.934625,5
1850,SPACE,1199.351437,0.413250,1
1851,MARK,1199.764688,0.388125,1
1852,SPACE,1200.152812,0.412438,1
1853,MARK,1200.565250,0.515938,1
1854,SPACE,1201.081187,0.827937,2
1855,MARK,1201.909125,0.774188,2
1856,SPACE,1202.683313,0.411625,1
1857,MARK,1203.094938,0.775938,2
1858,SPACE,1203.870875,0.413125,1
1859,MARK,1204.284000,0.516062,1
1860,SPACE,1204.800062,0.414437,1
1861,MARK,1205.214500,0.386813,1
1862,SPACE,1205.601312,0.928250,2
1863,MARK,1206.529563,1.293813,3
1864,SPACE,1207.823375,0.411937,1
1865,MARK,1208.235312,0.387437,1
1866,SPACE,1208.622750,0.414812,1
1867,MARK,1209.037563,0.515938,1
1868,SPACE,1209.553500,0.414250,1
1869,MARK,1209.967750,0.386625,1
1870,SPACE,1210.354375,1.342875,3
1871,MARK,1211.697250,1.934500,5
1872,SPACE,1213.631750,0.413375,1
1873,MARK,1214.045125,0.388875,1
1874,SPACE,1214.434000,0.411750,1
1875,MARK,1214.845750,0.387375,1
1876,SPACE,1215.233125,0.827313,2
1877,MARK,1216.060438,0.903375,2
1878,SPACE,1216.963812,0.411687,1
1879,MARK,1217.375500,0.776875,2
1880,SPACE,1218.152375,0.412062,1
1881,MARK,1218.564437,0.386938,1
1882,SPACE,1218.951375,0.414563,1
1883,MARK,1219.365938,0.515938,1
1884,SPACE,1219.881875,0.930375,2
1885,MARK,1220.812250,1.291438,3
1886,SPACE,1222.103687,0.412125,1
1887,MARK,1222.515813,0.388250,1
1888,SPACE,1222.904063,0.413875,1
1889,MARK,1223.317937,0.387000,1
1890,SPACE,1223.704937,0.413000,1
1891,MARK,1224.117937,0.517063,1
1892,SPACE,1224.635000,1.342563,3
1893,MARK,1225.977562,1.934687,5
1894,SPACE,1227.912250,0.413312,1
1895,MARK,1228.325562,0.388937,1
1896,SPACE,1228.714500,0.411687,1
1897,MARK,1229.126188,0.387937,1
1898,SPACE,1229.514125,0.826625,2
1899,MARK,1230.340750,0.903500,2
1900,SPACE,1231.244250,0.413938,1
1901,MARK,1231.658187,0.774500,2
1902,SPACE,1232.432687,0.412187,1
1903,MARK,1232.844875,0.387937,1
1904,SPACE,1233.232813,0.413562,1
1905,MARK,1233.646375,0.387062,1
1906,SPACE,1234.033437,0.928875,2
1907,MARK,1234.962313,1.421875,3
1908,SPACE,1236.384187,0.412062,1
1909,MARK,1236.796250,0.388313,1
1910,SPACE,1237.184563,0.413813,1
1911,MARK,1237.598375,0.388063,1
1912,SPACE,1237.986437,0.411937,1
1913,MARK,1238.398375,0.388250,1
1914,SPACE,1238.786625,1.343375,3
1915,MARK,1240.130000,2.062688,5
1916,SPACE,1242.192687,0.415438,1
1917,MARK,1242.608125,0.386813,1
1918,SPACE,1242.994938,0.411687,1
1919,MARK,1243.406625,0.387812,1
1920,SPACE,1243.794438,0.826750,2
1921,MARK,1244.621187,0.774625,2
1922,SPACE,1245.395812,0.412438,1
1923,MARK,1245.808250,0.904875,2
1924,SPACE,1246.713125,0.412062,1
1925,MARK,1247.125188,0.388063,1
1926,SPACE,1247.513250,0.413562,1
1927,MARK,1247.926813,0.387688,1
1928,SPACE,1248.314500,0.928187,2
1929,MARK,1249.242688,1.421938,3
1930,SPACE,1250.664625,0.413438,1
1931,MARK,1251.078062,0.386938,1
1932,SPACE,1251.465000,0.413813,1
1933,MARK,1251.878813,0.387937,1
1934,SPACE,1252.266750,0.412062,1
1935,MARK,1252.678812,0.388937,1
1936,SPACE,1253.067750,1.342687,3
1937,MARK,1254.410437,1.933812,5
1938,SPACE,1256.344250,0.414062,1
1939,MARK,1256.758312,0.517063,1
1940,SPACE,1257.275375,0.412812,1
1941,MARK,1257.688188,0.386687,1
1942,SPACE,1258.074875,0.826750,2
1943,MARK,1258.901625,0.775375,2
1944,SPACE,1259.677000,0.411562,1
1945,MARK,1260.088563,0.905000,2
1946,SPACE,1260.993563,0.413375,1
1947,MARK,1261.406938,0.386750,1
1948,SPACE,1261.793688,0.413500,1
1949,MARK,1262.207188,0.387750,1
1950,SPACE,1262.594938,0.928187,2
1951,MARK,1263.523125,1.292938,3
1952,SPACE,1264.816063,0.412938,1
1953,MARK,1265.229000,0.516437,1
1954,SPACE,1265.745437,0.414812,1
1955,MARK,1266.160250,0.386938,1
1956,SPACE,1266.547188,0.412062,1
1957,MARK,1266.959250,0.388813,1
1958,SPACE,1267.348062,1.342875,3
1959,MARK,1268.690938,1.934625,5
1960,SPACE,1270.625563,0.413187,1
1961,MARK,1271.038750,0.388188,1
1962,SPACE,1271.426938,0.412438,1
1963,MARK,1271.839375,0.515938,1
1964,SPACE,1272.355313,0.827937,2
1965,MARK,1273.183250,0.774188,2
1966,SPACE,1273.957437,0.411625,1
1967,MARK,1274.369062,0.775938,2
1968,SPACE,1275.145000,0.413125,1
1969,MARK,1275.558125,0.516000,1
1970,SPACE,1276.074125,0.414500,1
1971,MARK,1276.488625,0.386750,1
1972,SPACE,1276.875375,0.928312,2
1973,MARK,1277.803688,1.293813,3
1974,SPACE,1279.097500,0.411937,1
1975,MARK,1279.509438,0.387437,1
1976,SPACE,1279.896875,0.414812,1
1977,MARK,1280.311688,0.515938,1
1978,SPACE,1280.827625,0.414250,1
1979,MARK,1281.241875,0.386625,1
1980,SPACE,1281.628500,1.342875,3
1981,MARK,1282.971375,1.934500,5
1982,SPACE,1284.905875,0.413375,1
1983,MARK,1285.319250,0.388875,1
1984,SPACE,1285.708125,0.411750,1
1985,MARK,1286.119875,0.387375,1
1986,SPACE,1286.507250,0.827313,2
1987,MARK,1287.334562,0.903313,2
1988,SPACE,1288.237875,0.411750,1
1989,MARK,1288.649625,0.776813,2
1990,SPACE,1289.426438,0.412125,1
1991,MARK,1289.838562,0.386875,1
1992,SPACE,1290.225437,0.414625,1
1993,MARK,1290.640063,0.515938,1
1994,SPACE,1291.156000,0.930375,2
1995,MARK,1292.086375,1.291438,3
1996,SPACE,1293.377812,0.412062,1
1997,MARK,1293.789875,0.388313,1
1998,SPACE,1294.178187,0.413813,1
1999,MARK,1294.592000,0.387062,1
2000,SPACE,1294.979063,0.412938,1
2001,MARK,1295.392000,0.517063,1
2002,SPACE,1295.909063,1.342625,3
2003,MARK,1297.251687,1.934625,5
2004,SPACE,1299.186312,0.413375,1
2005,MARK,1299.599688,0.388875,1
2006,SPACE,1299.988562,0.411750,1
2007,MARK,1300.400313,0.387875,1
2008,SPACE,1300.788188,0.826687,2
2009,MARK,1301.614875,0.903500,2
2010,SPACE,1302.518375,0.413938,1
2011,MARK,1302.932313,0.774500,2
2012,SPACE,1303.706813,0.412187,1
2013,MARK,1304.119000,0.387937,1
2014,SPACE,1304.506938,0.413562,1
2015,MARK,1304.920500,0.387062,1
2016,SPACE,1305.307562,0.928875,2
2017,MARK,1306.236437,1.421812,3
2018,SPACE,1307.658250,0.412125,1
2019,MARK,1308.070375,0.388250,1
2020,SPACE,1308.458625,0.413875,1
2021,MARK,1308.872500,0.388000,1
2022,SPACE,1309.260500,0.412000,1
2023,MARK,1309.672500,0.388250,1
2024,SPACE,1310.060750,1.343375,3
2025,MARK,1311.404125,2.062688,5
2026,SPACE,1313.466813,0.415438,1
2027,MARK,1313.882250,0.386813,1
2028,SPACE,1314.269063,0.411687,1
2029,MARK,1314.680750,0.387812,1
2030,SPACE,1315.068563,0.826750,2
2031,MARK,1315.895312,0.774625,2
2032,SPACE,1316.669937,0.412438,1
2033,MARK,1317.082375,0.904875,2
2034,SPACE,1317.987250,0.412062,1
2035,MARK,1318.399312,0.388063,1
2036,SPACE,1318.787375,0.413562,1
2037,MARK,1319.200938,0.387688,1
2038,SPACE,1319.588625,0.928125,2
2039,MARK,1320.516750,1.422000,3
2040,SPACE,1321.938750,0.413438,1
2041,MARK,1322.352187,0.386938,1
2042,SPACE,1322.739125,0.413813,1
2043,MARK,1323.152938,0.387937,1
2044,SPACE,1323.540875,0.412062,1
2045,MARK,1323.952938,0.388937,1
2046,SPACE,1324.341875,1.342687,3
2047,MARK,1325.684563,1.933812,5
2048,SPACE,1327.618375,0.414062,1
2049,MARK,1328.032438,0.517063,1
2050,SPACE,1328.549500,0.412812,1
2051,MARK,1328.962313,0.386687,1
2052,SPACE,1329.349000,0.826750,2
2053,MARK,1330.175750,0.775375,2
2054,SPACE,1330.951125,0.411562,1
2055,MARK,1331.362687,0.905000,2
2056,SPACE,1332.267687,0.413312,1
2057,MARK,1332.681000,0.386813,1
2058,SPACE,1333.067812,0.413438,1
2059,MARK,1333.481250,0.387812,1
2060,SPACE,1333.869062,0.928187,2
2061,MARK,1334.797250,1.292938,3
2062,SPACE,1336.090187,0.412938,1
2063,MARK,1336.503125,0.516437,1
2064,SPACE,1337.019563,0.414812,1
2065,MARK,1337.434375,0.386938,1
2066,SPACE,1337.821312,0.412062,1
2067,MARK,1338.233375,0.388813,1
2068,SPACE,1338.622187,1.342812,3
2069,MARK,1339.965000,1.934687,5
2070,SPACE,1341.899688,0.413187,1
2071,MARK,1342.312875,0.388188,1
2072,SPACE,1342.701063,0.412438,1
2073,MARK,1343.113500,0.515938,1
2074,SPACE,1343.629437,0.827875,2
2075,MARK,1344.457312,0.774250,2
2076,SPACE,1345.231562,0.411562,1
2077,MARK,1345.643125,0.776000,2
2078,SPACE,1346.419125,0.413062,1
2079,MARK,1346.832187,0.516062,1
2080,SPACE,1347.348250,0.414500,1
2081,MARK,1347.762750,0.386750,1
2082,SPACE,1348.149500,0.928312,2
2083,MARK,1349.077812,1.293813,3
2084,SPACE,1350.371625,0.411937,1
2085,MARK,1350.783563,0.387437,1
2086,SPACE,1351.171000,0.414812,1
2087,MARK,1351.585812,0.515938,1
2088,SPACE,1352.101750,0.414187,1
2089,MARK,1352.515938,0.386687,1
2090,SPACE,1352.902625,1.342875,3
2091,MARK,1354.245500,1.934500,5
2092,SPACE,1356.180000,0.413312,1
2093,MARK,1356.593313,0.388937,1
2094,SPACE,1356.982250,0.411687,1
2095,MARK,1357.393937,0.387437,1
2096,SPACE,1357.781375,0.827250,2
2097,MARK,1358.608625,0.903375,2
2098,SPACE,1359.512000,0.411750,1
2099,MARK,1359.923750,0.776813,2
2100,SPACE,1360.700562,0.412125,1
2101,MARK,1361.112687,0.386875,1
2102,SPACE,1361.499562,0.414625,1
2103,MARK,1361.914188,0.515938,1
2104,SPACE,1362.430125,0.930375,2
2105,MARK,1363.360500,1.291438,3
2106,SPACE,1364.651937,0.412062,1
2107,MARK,1365.064000,0.388313,1
2108,SPACE,1365.452313,0.413813,1
2109,MARK,1365.866125,0.387062,1
2110,SPACE,1366.253187,0.412938,1
2111,MARK,1366.666125,0.517063,1
2112,SPACE,1367.183188,1.342625,3
2113,MARK,1368.525813,1.934625,5
2114,SPACE,1370.460438,0.413375,1
2115,MARK,1370.873812,0.388875,1
2116,SPACE,1371.262688,0.411750,1
2117,MARK,1371.674438,0.387875,1
2118,SPACE,1372.062312,0.826687,2
2119,MARK,1372.889000,0.903500,2
2120,SPACE,1373.792500,0.413938,1
2121,MARK,1374.206437,0.774438,2
2122,SPACE,1374.980875,0.412250,1
2123,MARK,1375.393125,0.387875,1
2124,SPACE,1375.781000,0.413625,1
2125,MARK,1376.194625,0.387000,1
2126,SPACE,1376.581625,0.928937,2
2127,MARK,1377.510562,1.421812,3
2128,SPACE,1378.932375,0.412125,1
2129,MARK,1379.344500,0.388250,1
2130,SPACE,1379.732750,0.413875,1
2131,MARK,1380.146625,0.388000,1
2132,SPACE,1380.534625,0.412000,1
2133,MARK,1380.946625,0.388250,1
2134,SPACE,1381.334875,1.343375,3
2135,MARK,1382.678250,2.062688,5
2136,SPACE,1384.740937,0.415438,1
2137,MARK,1385.156375,0.386813,1
2138,SPACE,1385.543187,0.411687,1
2139,MARK,1385.954875,0.387812,1
2140,SPACE,1386.342688,0.826750,2
2141,MARK,1387.169438,0.774562,2
2142,SPACE,1387.944000,0.412500,1
2143,MARK,1388.356500,0.904875,2
2144,SPACE,1389.261375,0.412062,1
2145,MARK,1389.673437,0.388063,1
2146,SPACE,1390.061500,0.413562,1
2147,MARK,1390.475062,0.387688,1
2148,SPACE,1390.862750,0.928125,2
2149,MARK,1391.790875,1.421938,3
2150,SPACE,1393.212813,0.413500,1
2151,MARK,1393.626312,0.386875,1
2152,SPACE,1394.013187,0.413875,1
2153,MARK,1394.427062,0.387875,1
2154,SPACE,1394.814938,0.412125,1
2155,MARK,1395.227063,0.388875,1
2156,SPACE,1395.615937,1.342750,3
2157,MARK,1396.958687,1.933750,5
2158,SPACE,1398.892438,0.414125,1
2159,MARK,1399.306563,0.517063,1
2160,SPACE,1399.823625,0.412812,1
2161,MARK,1400.236437,0.386687,1
2162,SPACE,1400.623125,0.826750,2
2163,MARK,1401.449875,0.775375,2
2164,SPACE,1402.225250,0.411562,1
