index,type,start_ms,duration_ms,units
2165,MARK,1402.636812,0.905000,2
2166,SPACE,1403.541813,0.413312,1
2167,MARK,1403.955125,0.386813,1
2168,SPACE,1404.341937,0.413438,1
2169,MARK,1404.755375,0.387812,1
2170,SPACE,1405.143188,0.928187,2
2171,MARK,1406.071375,1.292875,3
2172,SPACE,1407.364250,0.413000,1
2173,MARK,1407.777250,0.516437,1
2174,SPACE,1408.293688,0.414812,1
2175,MARK,1408.708500,0.386938,1
2176,SPACE,1409.095437,0.412062,1
2177,MARK,1409.507500,0.388813,1
2178,SPACE,1409.896313,1.342812,3
2179,MARK,1411.239125,1.934687,5
2180,SPACE,1413.173812,0.413187,1
2181,MARK,1413.587000,0.388188,1
2182,SPACE,1413.975187,0.412438,1
2183,MARK,1414.387625,0.515938,1
2184,SPACE,1414.903562,0.827875,2
2185,MARK,1415.731438,0.774250,2
2186,SPACE,1416.505688,0.411562,1
2187,MARK,1416.917250,0.776000,2
2188,SPACE,1417.693250,0.413062,1
2189,MARK,1418.106313,0.516062,1
2190,SPACE,1418.622375,0.414437,1
2191,MARK,1419.036812,0.386813,1
2192,SPACE,1419.423625,0.928312,2
2193,MARK,1420.351938,1.293813,3
2194,SPACE,1421.645750,0.411937,1
2195,MARK,1422.057687,0.387437,1
2196,SPACE,1422.445125,0.414812,1
2197,MARK,1422.859937,0.515938,1
2198,SPACE,1423.375875,0.414187,1
2199,MARK,1423.790062,0.386687,1
2200,SPACE,1424.176750,1.342812,3
2201,MARK,1425.519562,1.934563,5
2202,SPACE,1427.454125,0.413312,1
2203,MARK,1427.867438,0.388937,1
2204,SPACE,1428.256375,0.411687,1
2205,MARK,1428.668062,0.387437,1
2206,SPACE,1429.055500,0.827250,2
2207,MARK,1429.882750,0.903375,2
2208,SPACE,1430.786125,0.411687,1
2209,MARK,1431.197813,0.776875,2
2210,SPACE,1431.974687,0.412062,1
2211,MARK,1432.386750,0.386938,1
2212,SPACE,1432.773687,0.414563,1
2213,MARK,1433.188250,0.515938,1
2214,SPACE,1433.704187,0.930437,2
2215,MARK,1434.634625,1.291438,3
2216,SPACE,1435.926063,0.412062,1
2217,MARK,1436.338125,0.388313,1
2218,SPACE,1436.726437,0.413813,1
2219,MARK,1437.140250,0.387062,1
2220,SPACE,1437.527313,0.412938,1
2221,MARK,1437.940250,0.517063,1
2222,SPACE,1438.457312,1.342625,3
2223,MARK,1439.799937,1.934625,5
2224,SPACE,1441.734563,0.413375,1
2225,MARK,1442.147937,0.388875,1
2226,SPACE,1442.536812,0.411687,1
2227,MARK,1442.948500,0.387937,1
2228,SPACE,1443.336437,0.826625,2
2229,MARK,1444.163063,0.903500,2
2230,SPACE,1445.066563,0.414000,1
2231,MARK,1445.480562,0.774438,2
2232,SPACE,1446.255000,0.412250,1
2233,MARK,1446.667250,0.387875,1
2234,SPACE,1447.055125,0.413625,1
2235,MARK,1447.468750,0.387000,1
2236,SPACE,1447.855750,0.928937,2
2237,MARK,1448.784687,1.421812,3
2238,SPACE,1450.206500,0.412062,1
2239,MARK,1450.618563,0.388313,1
2240,SPACE,1451.006875,0.413813,1
2241,MARK,1451.420687,0.388063,1
2242,SPACE,1451.808750,0.411937,1
2243,MARK,1452.220688,0.388313,1
2244,SPACE,1452.609000,1.343375,3
2245,MARK,1453.952375,2.062625,5
2246,SPACE,1456.015000,0.415500,1
2247,MARK,1456.430500,0.386750,1
2248,SPACE,1456.817250,0.411750,1
2249,MARK,1457.229000,0.387750,1
2250,SPACE,1457.616750,0.826812,2
2251,MARK,1458.443563,0.774562,2
2252,SPACE,1459.218125,0.412500,1
2253,MARK,1459.630625,0.904875,2
2254,SPACE,1460.535500,0.412062,1
2255,MARK,1460.947563,0.388063,1
2256,SPACE,1461.335625,0.413562,1
2257,MARK,1461.749187,0.387688,1
2258,SPACE,1462.136875,0.928125,2
2259,MARK,1463.065000,1.421938,3
2260,SPACE,1464.486938,0.413500,1
2261,MARK,1464.900438,0.386875,1
2262,SPACE,1465.287313,0.413875,1
2263,MARK,1465.701187,0.387875,1
2264,SPACE,1466.089062,0.412125,1
2265,MARK,1466.501188,0.388875,1
2266,SPACE,1466.890063,1.342750,3
2267,MARK,1468.232812,1.933750,5
2268,SPACE,1470.166563,0.414125,1
2269,MARK,1470.580688,0.517063,1
2270,SPACE,1471.097750,0.412812,1
2271,MARK,1471.510563,0.386687,1
2272,SPACE,1471.897250,0.826750,2
2273,MARK,1472.724000,0.775375,2
2274,SPACE,1473.499375,0.411562,1
2275,MARK,1473.910937,0.905000,2
2276,SPACE,1474.815938,0.413312,1
2277,MARK,1475.229250,0.386813,1
2278,SPACE,1475.616062,0.413438,1
2279,MARK,1476.029500,0.387812,1
2280,SPACE,1476.417312,0.928125,2
2281,MARK,1477.345437,1.292938,3
2282,SPACE,1478.638375,0.413000,1
2283,MARK,1479.051375,0.516437,1
2284,SPACE,1479.567812,0.414812,1
2285,MARK,1479.982625,0.386875,1
2286,SPACE,1480.369500,0.412125,1
2287,MARK,1480.781625,0.388750,1
2288,SPACE,1481.170375,1.342875,3
2289,MARK,1482.513250,1.934687,5
2290,SPACE,1484.447937,0.413187,1
2291,MARK,1484.861125,0.388188,1
2292,SPACE,1485.249312,0.412438,1
2293,MARK,1485.661750,0.515938,1
2294,SPACE,1486.177687,0.827875,2
2295,MARK,1487.005562,0.774250,2
2296,SPACE,1487.779812,0.411562,1
2297,MARK,1488.191375,0.776000,2
2298,SPACE,1488.967375,0.413062,1
2299,MARK,1489.380437,0.516062,1
2300,SPACE,1489.896500,0.414437,1
2301,MARK,1490.310938,0.386813,1
2302,SPACE,1490.697750,0.928312,2
2303,MARK,1491.626062,1.293750,3
2304,SPACE,1492.919813,0.412000,1
2305,MARK,1493.331812,0.387375,1
2306,SPACE,1493.719188,0.414875,1
2307,MARK,1494.134063,0.515938,1
2308,SPACE,1494.650000,0.414187,1
2309,MARK,1495.064187,0.386687,1
2310,SPACE,1495.450875,1.342812,3
2311,MARK,1496.793688,1.934563,5
2312,SPACE,1498.728250,0.413312,1
2313,MARK,1499.141562,0.388937,1
2314,SPACE,1499.530500,0.411687,1
2315,MARK,1499.942188,0.387437,1
2316,SPACE,1500.329625,0.827250,2
2317,MARK,1501.156875,0.903375,2
2318,SPACE,1502.060250,0.411687,1
2319,MARK,1502.471937,0.776875,2
2320,SPACE,1503.248812,0.412062,1
2321,MARK,1503.660875,0.386938,1
2322,SPACE,1504.047813,0.414563,1
2323,MARK,1504.462375,0.515938,1
2324,SPACE,1504.978313,0.930437,2
2325,MARK,1505.908750,1.291438,3
2326,SPACE,1507.200188,0.412062,1
2327,MARK,1507.612250,0.388313,1
2328,SPACE,1508.000562,0.413813,1
2329,MARK,1508.414375,0.387062,1
2330,SPACE,1508.801438,0.412938,1
2331,MARK,1509.214375,0.517063,1
2332,SPACE,1509.731437,1.342625,3
2333,MARK,1511.074063,1.934625,5
2334,SPACE,1513.008687,0.413312,1
2335,MARK,1513.422000,0.388937,1
2336,SPACE,1513.810937,0.411687,1
2337,MARK,1514.222625,0.387937,1
2338,SPACE,1514.610563,0.826625,2
2339,MARK,1515.437187,0.903500,2
2340,SPACE,1516.340688,0.414000,1
2341,MARK,1516.754688,0.774438,2
2342,SPACE,1517.529125,0.412187,1
2343,MARK,1517.941313,0.387937,1
2344,SPACE,1518.329250,0.413562,1
2345,MARK,1518.742812,0.387062,1
2346,SPACE,1519.129875,0.928937,2
2347,MARK,1520.058813,1.421812,3
2348,SPACE,1521.480625,0.412062,1
2349,MARK,1521.892687,0.388313,1
2350,SPACE,1522.281000,0.413813,1
2351,MARK,1522.694812,0.388063,1
2352,SPACE,1523.082875,0.411937,1
2353,MARK,1523.494813,0.388313,1
2354,SPACE,1523.883125,1.343313,3
2355,MARK,1525.226437,2.062688,5
2356,SPACE,1527.289125,0.415500,1
2357,MARK,1527.704625,0.386750,1
2358,SPACE,1528.091375,0.411750,1
2359,MARK,1528.503125,0.387750,1
2360,SPACE,1528.890875,0.826812,2
2361,MARK,1529.717688,0.774562,2
2362,SPACE,1530.492250,0.412438,1
2363,MARK,1530.904688,0.904875,2
2364,SPACE,1531.809563,0.412125,1
2365,MARK,1532.221688,0.388000,1
2366,SPACE,1532.609687,0.413625,1
2367,MARK,1533.023312,0.387625,1
2368,SPACE,1533.410938,0.928187,2
2369,MARK,1534.339125,1.421938,3
2370,SPACE,1535.761062,0.413438,1
2371,MARK,1536.174500,0.386938,1
2372,SPACE,1536.561438,0.413813,1
2373,MARK,1536.975250,0.387937,1
2374,SPACE,1537.363188,0.412062,1
2375,MARK,1537.775250,0.388937,1
2376,SPACE,1538.164188,1.342750,3
2377,MARK,1539.506937,1.933750,5
2378,SPACE,1541.440687,0.414062,1
2379,MARK,1541.854750,0.517063,1
2380,SPACE,1542.371813,0.412875,1
2381,MARK,1542.784688,0.386625,1
2382,SPACE,1543.171312,0.826812,2
2383,MARK,1543.998125,0.775312,2
2384,SPACE,1544.773438,0.411625,1
2385,MARK,1545.185063,0.905000,2
2386,SPACE,1546.090062,0.413312,1
2387,MARK,1546.503375,0.386813,1
2388,SPACE,1546.890188,0.413438,1
2389,MARK,1547.303625,0.387812,1
2390,SPACE,1547.691437,0.928125,2
2391,MARK,1548.619563,1.292938,3
2392,SPACE,1549.912500,0.412938,1
2393,MARK,1550.325437,0.516437,1
2394,SPACE,1550.841875,0.414875,1
2395,MARK,1551.256750,0.386875,1
2396,SPACE,1551.643625,0.412125,1
2397,MARK,1552.055750,0.388750,1
2398,SPACE,1552.444500,1.342875,3
2399,MARK,1553.787375,1.934625,5
2400,SPACE,1555.722000,0.413250,1
2401,MARK,1556.135250,0.388125,1
2402,SPACE,1556.523375,0.412500,1
2403,MARK,1556.935875,0.515938,1
2404,SPACE,1557.451813,0.827875,2
2405,MARK,1558.279687,0.774250,2
2406,SPACE,1559.053938,0.411562,1
2407,MARK,1559.465500,0.776000,2
2408,SPACE,1560.241500,0.413062,1
2409,MARK,1560.654562,0.516062,1
2410,SPACE,1561.170625,0.414437,1
2411,MARK,1561.585063,0.386813,1
2412,SPACE,1561.971875,0.928250,2
2413,MARK,1562.900125,1.293813,3
2414,SPACE,1564.193937,0.412000,1
2415,MARK,1564.605938,0.387375,1
2416,SPACE,1564.993313,0.414875,1
2417,MARK,1565.408188,0.515938,1
2418,SPACE,1565.924125,0.414187,1
2419,MARK,1566.338313,0.386687,1
2420,SPACE,1566.725000,1.342812,3
2421,MARK,1568.067812,1.934563,5
2422,SPACE,1570.002375,0.413312,1
2423,MARK,1570.415687,0.388937,1
2424,SPACE,1570.804625,0.411687,1
2425,MARK,1571.216312,0.387437,1
2426,SPACE,1571.603750,0.827250,2
2427,MARK,1572.431000,0.903375,2
2428,SPACE,1573.334375,0.411687,1
2429,MARK,1573.746062,0.776875,2
2430,SPACE,1574.522938,0.412062,1
2431,MARK,1574.935000,0.386938,1
2432,SPACE,1575.321938,0.414563,1
2433,MARK,1575.736500,0.515938,1
2434,SPACE,1576.252438,0.930437,2
2435,MARK,1577.182875,1.291438,3
2436,SPACE,1578.474312,0.412062,1
2437,MARK,1578.886375,0.388250,1
2438,SPACE,1579.274625,0.413875,1
2439,MARK,1579.688500,0.387000,1
2440,SPACE,1580.075500,0.413000,1
2441,MARK,1580.488500,0.517063,1
2442,SPACE,1581.005562,1.342563,3
2443,MARK,1582.348125,1.934687,5
2444,SPACE,1584.282812,0.413312,1
2445,MARK,1584.696125,0.388937,1
2446,SPACE,1585.085062,0.411687,1
2447,MARK,1585.496750,0.387937,1
2448,SPACE,1585.884687,0.826625,2
2449,MARK,1586.711313,0.903500,2
2450,SPACE,1587.614812,0.413938,1
2451,MARK,1588.028750,0.774500,2
2452,SPACE,1588.803250,0.412187,1
2453,MARK,1589.215438,0.387937,1
2454,SPACE,1589.603375,0.413562,1
2455,MARK,1590.016938,0.387062,1
2456,SPACE,1590.404000,0.928937,2
2457,MARK,1591.332938,1.421812,3
2458,SPACE,1592.754750,0.412062,1
2459,MARK,1593.166813,0.388313,1
2460,SPACE,1593.555125,0.413813,1
2461,MARK,1593.968937,0.388063,1
2462,SPACE,1594.357000,0.411937,1
2463,MARK,1594.768937,0.388313,1
2464,SPACE,1595.157250,1.343313,3
2465,MARK,1596.500562,2.062688,5
2466,SPACE,1598.563250,0.415438,1
2467,MARK,1598.978687,0.386813,1
2468,SPACE,1599.365500,0.411687,1
2469,MARK,1599.777188,0.387812,1
2470,SPACE,1600.165000,0.826750,2
2471,MARK,1600.991750,0.774625,2
2472,SPACE,1601.766375,0.412438,1
2473,MARK,1602.178813,0.904875,2
2474,SPACE,1603.083687,0.412125,1
2475,MARK,1603.495813,0.388000,1
2476,SPACE,1603.883812,0.413625,1
2477,MARK,1604.297438,0.387625,1
2478,SPACE,1604.685062,0.928187,2
2479,MARK,1605.613250,1.421938,3
2480,SPACE,1607.035187,0.413438,1
2481,MARK,1607.448625,0.386938,1
2482,SPACE,1607.835562,0.413813,1
2483,MARK,1608.249375,0.387937,1
2484,SPACE,1608.637313,0.412062,1
2485,MARK,1609.049375,0.388937,1
2486,SPACE,1609.438312,1.342750,3
2487,MARK,1610.781063,1.933750,5
2488,SPACE,1612.714812,0.414062,1
2489,MARK,1613.128875,0.517063,1
2490,SPACE,1613.645938,0.412875,1
2491,MARK,1614.058812,0.386625,1
2492,SPACE,1614.445438,0.826812,2
2493,MARK,1615.272250,0.775312,2
2494,SPACE,1616.047562,0.411625,1
2495,MARK,1616.459188,0.904938,2
2496,SPACE,1617.364125,0.413375,1
2497,MARK,1617.777500,0.386750,1
2498,SPACE,1618.164250,0.413500,1
2499,MARK,1618.577750,0.387750,1
2500,SPACE,1618.965500,0.928187,2
2501,MARK,1619.893688,1.292938,3
2502,SPACE,1621.186625,0.412938,1
2503,MARK,1621.599562,0.516437,1
2504,SPACE,1622.116000,0.414875,1
2505,MARK,1622.530875,0.386875,1
2506,SPACE,1622.917750,0.412062,1
2507,MARK,1623.329812,0.388813,1
2508,SPACE,1623.718625,1.342875,3
2509,MARK,1625.061500,1.934625,5
2510,SPACE,1626.996125,0.413250,1
2511,MARK,1627.409375,0.388125,1
2512,SPACE,1627.797500,0.412500,1
2513,MARK,1628.210000,0.515875,1
2514,SPACE,1628.725875,0.827937,2
2515,MARK,1629.553813,0.774188,2
2516,SPACE,1630.328000,0.411625,1
2517,MARK,1630.739625,0.775938,2
2518,SPACE,1631.515562,0.413125,1
2519,MARK,1631.928688,0.516062,1
2520,SPACE,1632.444750,0.414437,1
2521,MARK,1632.859187,0.386813,1
2522,SPACE,1633.246000,0.928250,2
2523,MARK,1634.174250,1.293813,3
2524,SPACE,1635.468063,0.411937,1
2525,MARK,1635.880000,0.387437,1
2526,SPACE,1636.267437,0.414812,1
2527,MARK,1636.682250,0.515938,1
2528,SPACE,1637.198187,0.414250,1
2529,MARK,1637.612438,0.386625,1
2530,SPACE,1637.999063,1.342875,3
2531,MARK,1639.341938,1.934500,5
2532,SPACE,1641.276437,0.413375,1
2533,MARK,1641.689812,0.388875,1
2534,SPACE,1642.078687,0.411750,1
2535,MARK,1642.490438,0.387375,1
2536,SPACE,1642.877813,0.827313,2
2537,MARK,1643.705125,0.903375,2
2538,SPACE,1644.608500,0.411687,1
2539,MARK,1645.020187,0.776875,2
2540,SPACE,1645.797063,0.412062,1
2541,MARK,1646.209125,0.386938,1
2542,SPACE,1646.596063,0.414563,1
2543,MARK,1647.010625,0.515938,1
2544,SPACE,1647.526562,0.930375,2
2545,MARK,1648.456938,1.291438,3
2546,SPACE,1649.748375,0.412125,1
2547,MARK,1650.160500,0.388250,1
2548,SPACE,1650.548750,0.413875,1
2549,MARK,1650.962625,0.387000,1
2550,SPACE,1651.349625,0.413000,1
2551,MARK,1651.762625,0.517063,1
2552,SPACE,1652.279688,1.342563,3
2553,MARK,1653.622250,1.934687,5
2554,SPACE,1655.556938,0.413312,1
2555,MARK,1655.970250,0.388937,1
2556,SPACE,1656.359188,0.411687,1
2557,MARK,1656.770875,0.387937,1
2558,SPACE,1657.158813,0.826625,2
2559,MARK,1657.985437,0.903500,2
2560,SPACE,1658.888937,0.413938,1
2561,MARK,1659.302875,0.774500,2
2562,SPACE,1660.077375,0.412187,1
2563,MARK,1660.489562,0.387937,1
2564,SPACE,1660.877500,0.413562,1
2565,MARK,1661.291062,0.387062,1
2566,SPACE,1661.678125,0.928875,2
2567,MARK,1662.607000,1.421875,3
2568,SPACE,1664.028875,0.412062,1
2569,MARK,1664.440938,0.388313,1
2570,SPACE,1664.829250,0.413813,1
2571,MARK,1665.243063,0.388063,1
2572,SPACE,1665.631125,0.411937,1
2573,MARK,1666.043062,0.388313,1
2574,SPACE,1666.431375,1.343313,3
2575,MARK,1667.774687,2.062688,5
2576,SPACE,1669.837375,0.415438,1
2577,MARK,1670.252813,0.386813,1
2578,SPACE,1670.639625,0.411687,1
2579,MARK,1671.051312,0.387812,1
2580,SPACE,1671.439125,0.826750,2
2581,MARK,1672.265875,0.774625,2
2582,SPACE,1673.040500,0.412438,1
2583,MARK,1673.452937,0.904875,2
2584,SPACE,1674.357813,0.412062,1
2585,MARK,1674.769875,0.388063,1
2586,SPACE,1675.157938,0.413562,1
2587,MARK,1675.571500,0.387688,1
2588,SPACE,1675.959187,0.928187,2
2589,MARK,1676.887375,1.421938,3
2590,SPACE,1678.309313,0.413438,1
2591,MARK,1678.722750,0.386938,1
2592,SPACE,1679.109688,0.413813,1
2593,MARK,1679.523500,0.387937,1
2594,SPACE,1679.911437,0.412062,1
2595,MARK,1680.323500,0.388937,1
2596,SPACE,1680.712438,1.342687,3
2597,MARK,1682.055125,1.933812,5
2598,SPACE,1683.988937,0.414062,1
2599,MARK,1684.403000,0.517063,1
2600,SPACE,1684.920063,0.412812,1
2601,MARK,1685.332875,0.386687,1
2602,SPACE,1685.719563,0.826750,2
2603,MARK,1686.546312,0.775375,2
2604,SPACE,1687.321687,0.411562,1
2605,MARK,1687.733250,0.905000,2
2606,SPACE,1688.638250,0.413375,1
2607,MARK,1689.051625,0.386750,1
2608,SPACE,1689.438375,0.413500,1
2609,MARK,1689.851875,0.387750,1
2610,SPACE,1690.239625,0.928187,2
2611,MARK,1691.167813,1.292938,3
2612,SPACE,1692.460750,0.412938,1
2613,MARK,1692.873687,0.516437,1
2614,SPACE,1693.390125,0.414812,1
2615,MARK,1693.804938,0.386938,1
2616,SPACE,1694.191875,0.412062,1
2617,MARK,1694.603938,0.388813,1
2618,SPACE,1694.992750,1.342875,3
2619,MARK,1696.335625,1.934625,5
2620,SPACE,1698.270250,0.413187,1
2621,MARK,1698.683437,0.388188,1
2622,SPACE,1699.071625,0.412438,1
2623,MARK,1699.484063,0.515938,1
2624,SPACE,1700.000000,0.827937,2
2625,MARK,1700.827937,0.774188,2
2626,SPACE,1701.602125,0.411625,1
2627,MARK,1702.013750,0.775938,2
2628,SPACE,1702.789687,0.413125,1
2629,MARK,1703.202813,0.516062,1
2630,SPACE,1703.718875,0.414437,1
2631,MARK,1704.133313,0.386750,1
2632,SPACE,1704.520062,0.928312,2
2633,MARK,1705.448375,1.293813,3
2634,SPACE,1706.742188,0.411937,1
2635,MARK,1707.154125,0.387437,1
2636,SPACE,1707.541563,0.414812,1
2637,MARK,1707.956375,0.515938,1
2638,SPACE,1708.472313,0.414250,1
2639,MARK,1708.886563,0.386625,1
2640,SPACE,1709.273187,1.342875,3
2641,MARK,1710.616062,1.934500,5
2642,SPACE,1712.550562,0.413375,1
2643,MARK,1712.963938,0.388875,1
2644,SPACE,1713.352813,0.411750,1
2645,MARK,1713.764563,0.387375,1
2646,SPACE,1714.151938,0.827313,2
2647,MARK,1714.979250,0.903375,2
2648,SPACE,1715.882625,0.411687,1
2649,MARK,1716.294313,0.776813,2
2650,SPACE,1717.071125,0.412125,1
2651,MARK,1717.483250,0.386875,1
2652,SPACE,1717.870125,0.414625,1
2653,MARK,1718.284750,0.515938,1
2654,SPACE,1718.800687,0.930375,2
2655,MARK,1719.731063,1.291438,3
2656,SPACE,1721.022500,0.412125,1
2657,MARK,1721.434625,0.388250,1
2658,SPACE,1721.822875,0.413875,1
2659,MARK,1722.236750,0.387000,1
2660,SPACE,1722.623750,0.412938,1
2661,MARK,1723.036687,0.517063,1
2662,SPACE,1723.553750,1.342625,3
2663,MARK,1724.896375,1.934687,5
2664,SPACE,1726.831063,0.413312,1
2665,MARK,1727.244375,0.388937,1
2666,SPACE,1727.633313,0.411687,1
2667,MARK,1728.045000,0.387875,1
2668,SPACE,1728.432875,0.826687,2
2669,MARK,1729.259562,0.903500,2
2670,SPACE,1730.163063,0.413938,1
2671,MARK,1730.577000,0.774500,2
2672,SPACE,1731.351500,0.412187,1
2673,MARK,1731.763688,0.387937,1
2674,SPACE,1732.151625,0.413562,1
2675,MARK,1732.565188,0.387062,1
2676,SPACE,1732.952250,0.928875,2
2677,MARK,1733.881125,1.421812,3
2678,SPACE,1735.302937,0.412125,1
2679,MARK,1735.715062,0.388250,1
2680,SPACE,1736.103313,0.413875,1
2681,MARK,1736.517188,0.388000,1
2682,SPACE,1736.905187,0.412000,1
2683,MARK,1737.317188,0.388250,1
2684,SPACE,1737.705438,1.343375,3
2685,MARK,1739.048813,2.062688,5
2686,SPACE,1741.111500,0.415438,1
2687,MARK,1741.526938,0.386813,1
2688,SPACE,1741.913750,0.411687,1
2689,MARK,1742.325437,0.387812,1
2690,SPACE,1742.713250,0.826750,2
2691,MARK,1743.540000,0.774625,2
2692,SPACE,1744.314625,0.412438,1
2693,MARK,1744.727062,0.904875,2
2694,SPACE,1745.631938,0.412062,1
2695,MARK,1746.044000,0.388063,1
2696,SPACE,1746.432063,0.413562,1
2697,MARK,1746.845625,0.387688,1
2698,SPACE,1747.233313,0.928125,2
2699,MARK,1748.161438,1.422000,3
2700,SPACE,1749.583437,0.413438,1
2701,MARK,1749.996875,0.386938,1
2702,SPACE,1750.383812,0.413813,1
2703,MARK,1750.797625,0.387937,1
2704,SPACE,1751.185562,0.412062,1
2705,MARK,1751.597625,0.388937,1
2706,SPACE,1751.986562,1.342687,3
2707,MARK,1753.329250,1.933812,5
2708,SPACE,1755.263063,0.414062,1
2709,MARK,1755.677125,0.517063,1
2710,SPACE,1756.194187,0.412812,1
2711,MARK,1756.607000,0.386687,1
2712,SPACE,1756.993688,0.826750,2
2713,MARK,1757.820438,0.775375,2
2714,SPACE,1758.595812,0.411562,1
2715,MARK,1759.007375,0.905000,2
2716,SPACE,1759.912375,0.413312,1
2717,MARK,1760.325687,0.386813,1
2718,SPACE,1760.712500,0.413438,1
2719,MARK,1761.125937,0.387812,1
2720,SPACE,1761.513750,0.928187,2
2721,MARK,1762.441937,1.292938,3
2722,SPACE,1763.734875,0.412938,1
2723,MARK,1764.147813,0.516437,1
2724,SPACE,1764.664250,0.414812,1
2725,MARK,1765.079062,0.386938,1
2726,SPACE,1765.466000,0.412062,1
2727,MARK,1765.878062,0.388813,1
2728,SPACE,1766.266875,1.342812,3
2729,MARK,1767.609688,1.934687,5
2730,SPACE,1769.544375,0.413187,1
2731,MARK,1769.957562,0.388188,1
2732,SPACE,1770.345750,0.412438,1
2733,MARK,1770.758188,0.515938,1
2734,SPACE,1771.274125,0.827937,2
2735,MARK,1772.102062,0.774188,2
2736,SPACE,1772.876250,0.411562,1
2737,MARK,1773.287812,0.776000,2
2738,SPACE,1774.063812,0.413062,1
2739,MARK,1774.476875,0.516062,1
2740,SPACE,1774.992937,0.414500,1
2741,MARK,1775.407438,0.386750,1
2742,SPACE,1775.794188,0.928312,2
2743,MARK,1776.722500,1.293813,3
2744,SPACE,1778.016312,0.411937,1
2745,MARK,1778.428250,0.387437,1
2746,SPACE,1778.815687,0.414812,1
2747,MARK,1779.230500,0.515938,1
2748,SPACE,1779.746437,0.414187,1
2749,MARK,1780.160625,0.386687,1
2750,SPACE,1780.547313,1.342875,3
2751,MARK,1781.890187,1.934500,5
2752,SPACE,1783.824687,0.413312,1
2753,MARK,1784.238000,0.388937,1
2754,SPACE,1784.626937,0.411687,1
2755,MARK,1785.038625,0.387437,1
2756,SPACE,1785.426062,0.827250,2
2757,MARK,1786.253312,0.903375,2
2758,SPACE,1787.156688,0.411750,1
2759,MARK,1787.568438,0.776813,2
2760,SPACE,1788.345250,0.412125,1
2761,MARK,1788.757375,0.386875,1
2762,SPACE,1789.144250,0.414625,1
2763,MARK,1789.558875,0.515938,1
2764,SPACE,1790.074812,0.930375,2
2765,MARK,1791.005187,1.291438,3
2766,SPACE,1792.296625,0.412062,1
2767,MARK,1792.708687,0.388313,1
2768,SPACE,1793.097000,0.413813,1
2769,MARK,1793.510813,0.387062,1
2770,SPACE,1793.897875,0.412938,1
2771,MARK,1794.310813,0.517063,1
2772,SPACE,1794.827875,1.342625,3
2773,MARK,1796.170500,1.934625,5
2774,SPACE,1798.105125,0.413375,1
2775,MARK,1798.518500,0.388875,1
2776,SPACE,1798.907375,0.411750,1
2777,MARK,1799.319125,0.387875,1
2778,SPACE,1799.707000,0.826687,2
2779,MARK,1800.533688,0.903500,2
2780,SPACE,1801.437187,0.413938,1
2781,MARK,1801.851125,0.774500,2
2782,SPACE,1802.625625,0.412187,1
2783,MARK,1803.037812,0.387875,1
2784,SPACE,1803.425688,0.413625,1
2785,MARK,1803.839313,0.387000,1
2786,SPACE,1804.226312,0.928937,2
2787,MARK,1805.155250,1.421812,3
2788,SPACE,1806.577063,0.412125,1
2789,MARK,1806.989187,0.388250,1
2790,SPACE,1807.377438,0.413875,1
2791,MARK,1807.791313,0.388000,1
2792,SPACE,1808.179313,0.412000,1
2793,MARK,1808.591312,0.388250,1
2794,SPACE,1808.979562,1.343375,3
2795,MARK,1810.322938,2.062688,5
2796,SPACE,1812.385625,0.415438,1
2797,MARK,1812.801062,0.386813,1
2798,SPACE,1813.187875,0.411687,1
2799,MARK,1813.599563,0.387812,1
2800,SPACE,1813.987375,0.826750,2
2801,MARK,1814.814125,0.774562,2
2802,SPACE,1815.588688,0.412500,1
2803,MARK,1816.001188,0.904875,2
2804,SPACE,1816.906062,0.412062,1
2805,MARK,1817.318125,0.388063,1
2806,SPACE,1817.706187,0.413562,1
2807,MARK,1818.119750,0.387688,1
2808,SPACE,1818.507438,0.928125,2
2809,MARK,1819.435563,1.421938,3
2810,SPACE,1820.857500,0.413500,1
2811,MARK,1821.271000,0.386875,1
2812,SPACE,1821.657875,0.413875,1
2813,MARK,1822.071750,0.387875,1
2814,SPACE,1822.459625,0.412125,1
2815,MARK,1822.871750,0.388875,1
2816,SPACE,1823.260625,1.342750,3
2817,MARK,1824.603375,1.933812,5
2818,SPACE,1826.537188,0.414062,1
2819,MARK,1826.951250,0.517063,1
2820,SPACE,1827.468312,0.412812,1
2821,MARK,1827.881125,0.386687,1
2822,SPACE,1828.267812,0.826750,2
2823,MARK,1829.094562,0.775375,2
2824,SPACE,1829.869938,0.411562,1
2825,MARK,1830.281500,0.905000,2
2826,SPACE,1831.186500,0.413312,1
2827,MARK,1831.599812,0.386813,1
2828,SPACE,1831.986625,0.413438,1
2829,MARK,1832.400063,0.387812,1
2830,SPACE,1832.787875,0.928187,2
2831,MARK,1833.716062,1.292875,3
2832,SPACE,1835.008938,0.413000,1
2833,MARK,1835.421938,0.516437,1
2834,SPACE,1835.938375,0.414812,1
2835,MARK,1836.353188,0.386938,1
2836,SPACE,1836.740125,0.412062,1
2837,MARK,1837.152188,0.388813,1
2838,SPACE,1837.541000,1.342812,3
2839,MARK,1838.883812,1.934687,5
2840,SPACE,1840.818500,0.413187,1
2841,MARK,1841.231688,0.388188,1
2842,SPACE,1841.619875,0.412438,1
2843,MARK,1842.032312,0.515938,1
2844,SPACE,1842.548250,0.827875,2
2845,MARK,1843.376125,0.774250,2
2846,SPACE,1844.150375,0.411562,1
